benchmark,num_inputs,num_outputs,num_cpu_cores,n_modified,trial,et,et_frac,repeat,full_s,full_calls,selective_s,selective_calls,combined_s,combined_calls
sad_i20_o6,20,6,128,5,1,32,1/2,1,42.1432,577,41.9811,577,41.7201,577
sad_i20_o6,20,6,128,5,2,4,1/16,1,42.1432,577,40.2812,573,37.6575,469
sad_i20_o6,20,6,128,5,2,8,1/8,1,42.1432,577,40.2812,573,41.2599,554
sad_i20_o6,20,6,128,5,2,16,1/4,1,42.1432,577,40.2812,573,41.8526,571
sad_i20_o6,20,6,128,5,2,32,1/2,1,42.1432,577,40.2812,573,41.0822,573
sad_i20_o6,20,6,128,5,3,4,1/16,1,42.1432,577,41.8251,568,37.726,464
sad_i20_o6,20,6,128,5,3,8,1/8,1,42.1432,577,41.8251,568,41.1288,549
sad_i20_o6,20,6,128,5,3,16,1/4,1,42.1432,577,41.8251,568,40.3345,566
sad_i20_o6,20,6,128,5,3,32,1/2,1,42.1432,577,41.8251,568,39.0966,568
sad_i20_o6,20,6,128,5,1,4,1/16,2,40.7107,577,38.6829,573,35.6279,469
sad_i20_o6,20,6,128,5,1,8,1/8,2,40.7107,577,38.6829,573,38.095,554
sad_i20_o6,20,6,128,5,1,16,1/4,2,40.7107,577,38.6829,573,38.7546,571
sad_i20_o6,20,6,128,5,1,32,1/2,2,40.7107,577,38.6829,573,38.8307,573
sad_i20_o6,20,6,128,5,2,4,1/16,2,40.7107,577,39.2987,573,35.5755,469
sad_i20_o6,20,6,128,5,2,8,1/8,2,40.7107,577,39.2987,573,38.4511,554
sad_i20_o6,20,6,128,5,2,16,1/4,2,40.7107,577,39.2987,573,39.2815,571
sad_i20_o6,20,6,128,5,2,32,1/2,2,40.7107,577,39.2987,573,38.9378,573
sad_i20_o6,20,6,128,5,3,4,1/16,2,40.7107,577,38.6001,573,35.5443,469
sad_i20_o6,20,6,128,5,3,8,1/8,2,40.7107,577,38.6001,573,39.1032,554
sad_i20_o6,20,6,128,5,3,16,1/4,2,40.7107,577,38.6001,573,38.7965,571
sad_i20_o6,20,6,128,5,3,32,1/2,2,40.7107,577,38.6001,573,39.0463,573
sad_i20_o6,20,6,128,5,1,4,1/16,3,39.8957,577,38.4305,563,36.3871,459
sad_i20_o6,20,6,128,5,1,8,1/8,3,39.8957,577,38.4305,563,37.6258,544
sad_i20_o6,20,6,128,5,1,16,1/4,3,39.8957,577,38.4305,563,39.0073,561
sad_i20_o6,20,6,128,5,1,32,1/2,3,39.8957,577,38.4305,563,38.4864,563
sad_i20_o6,20,6,128,5,2,4,1/16,3,39.8957,577,38.9818,577,35.6589,473
sad_i20_o6,20,6,128,5,2,8,1/8,3,39.8957,577,38.9818,577,38.2846,558
sad_i20_o6,20,6,128,5,2,16,1/4,3,39.8957,577,38.9818,577,38.8669,575
sad_i20_o6,20,6,128,5,2,32,1/2,3,39.8957,577,38.9818,577,38.8301,577
sad_i20_o6,20,6,128,5,3,4,1/16,3,39.8957,577,38.9412,573,35.8019,469
sad_i20_o6,20,6,128,5,3,8,1/8,3,39.8957,577,38.9412,573,38.4703,554
sad_i20_o6,20,6,128,5,3,16,1/4,3,39.8957,577,38.9412,573,39.6823,571
sad_i20_o6,20,6,128,5,3,32,1/2,3,39.8957,577,38.9412,573,39.1154,573
sad_i30_o8,30,8,128,5,1,16,1/16,1,1370.2665,990,1368.915,981,1388.2938,879
sad_i30_o8,30,8,128,5,1,32,1/8,1,1370.2665,990,1368.915,981,1276.4612,962
sad_i30_o8,30,8,128,5,1,64,1/4,1,1370.2665,990,1368.915,981,1376.9527,979
sad_i30_o8,30,8,128,5,1,128,1/2,1,1370.2665,990,1368.915,981,1365.5592,981
sad_i30_o8,30,8,128,5,2,16,1/16,1,1370.2665,990,1374.2436,968,1252.4189,866
sad_i30_o8,30,8,128,5,2,32,1/8,1,1370.2665,990,1374.2436,968,1373.2527,949
sad_i30_o8,30,8,128,5,2,64,1/4,1,1370.2665,990,1374.2436,968,1385.0823,966
sad_i30_o8,30,8,128,5,2,128,1/2,1,1370.2665,990,1374.2436,968,1305.8462,968
sad_i30_o8,30,8,128,5,3,16,1/16,1,1370.2665,990,1367.5279,976,1365.9704,874
sad_i30_o8,30,8,128,5,3,32,1/8,1,1370.2665,990,1367.5279,976,1374.3044,957
sad_i30_o8,30,8,128,5,3,64,1/4,1,1370.2665,990,1367.5279,976,1356.3444,974
sad_i30_o8,30,8,128,5,3,128,1/2,1,1370.2665,990,1367.5279,976,1375.8378,976
sad_i30_o8,30,8,128,5,1,16,1/16,2,1372.6424,990,1368.8804,986,1367.2711,884
sad_i30_o8,30,8,128,5,1,32,1/8,2,1372.6424,990,1368.8804,986,1365.2922,967
sad_i30_o8,30,8,128,5,1,64,1/4,2,1372.6424,990,1368.8804,986,1379.1434,984
sad_i30_o8,30,8,128,5,1,128,1/2,2,1372.6424,990,1368.8804,986,1354.0722,986
sad_i30_o8,30,8,128,5,2,16,1/16,2,1372.6424,990,1371.9042,981,1362.7883,879
sad_i30_o8,30,8,128,5,2,32,1/8,2,1372.6424,990,1371.9042,981,1374.2831,962
sad_i30_o8,30,8,128,5,2,64,1/4,2,1372.6424,990,1371.9042,981,1226.881,979
sad_i30_o8,30,8,128,5,2,128,1/2,2,1372.6424,990,1371.9042,981,1372.8862,981
sad_i30_o8,30,8,128,5,3,16,1/16,2,1372.6424,990,1383.1621,986,1352.0357,884
sad_i30_o8,30,8,128,5,3,32,1/8,2,1372.6424,990,1383.1621,986,1371.2665,967
sad_i30_o8,30,8,128,5,3,64,1/4,2,1372.6424,990,1383.1621,986,1373.4858,984
sad_i30_o8,30,8,128,5,3,128,1/2,2,1372.6424,990,1383.1621,986,1373.2517,986
sad_i30_o8,30,8,128,5,1,16,1/16,3,1240.1547,990,1376.6442,986,1361.6993,884
sad_i30_o8,30,8,128,5,1,32,1/8,3,1240.1547,990,1376.6442,986,1376.2377,967
sad_i30_o8,30,8,128,5,1,64,1/4,3,1240.1547,990,1376.6442,986,1268.6241,984
sad_i30_o8,30,8,128,5,1,128,1/2,3,1240.1547,990,1376.6442,986,1371.5342,986
sad_i30_o8,30,8,128,5,2,16,1/16,3,1240.1547,990,1380.898,986,1281.5451,884
sad_i30_o8,30,8,128,5,2,32,1/8,3,1240.1547,990,1380.898,986,1364.4715,967
sad_i30_o8,30,8,128,5,2,64,1/4,3,1240.1547,990,1380.898,986,1372.8629,984
sad_i30_o8,30,8,128,5,2,128,1/2,3,1240.1547,990,1380.898,986,1377.7554,986
sad_i30_o8,30,8,128,5,3,16,1/16,3,1240.1547,990,1261.2367,972,1361.6695,870
sad_i30_o8,30,8,128,5,3,32,1/8,3,1240.1547,990,1261.2367,972,1381.0183,953
sad_i30_o8,30,8,128,5,3,64,1/4,3,1240.1547,990,1261.2367,972,1369.6751,970
sad_i30_o8,30,8,128,5,3,128,1/2,3,1240.1547,990,1261.2367,972,1263.9086,972
